name_project,region,budget_project,city,is_multi_region,sectors_touched,all_sectors,n_sectors,status_en,area_sqm,start_year,start_date,end_date,duration_days,has_budget,is_at_risk
مقر نماء المنورة – Namaa Almunawara’s Headquarter,Al-Madinah Al-Monawarah,32797168.0,المدينة المنورة,False,"['Government', 'Religious/Charity']","['Government', 'Religious/Charity']",2,Delayed,,2015.0,2015-12-01,2017-05-28,544.0,True,True
مقر هيئة التحقيق والادعاء العام – The Bureau Of Investigation and P...,Al-Riyadh,,الرياض,False,['Government'],['Government'],1,Announced,224100.0,,,,,False,False
مقر هيئة الصحافيين السعوديين,Al-Riyadh,,الرياض,False,['Government'],['Government'],1,Completed,5300.0,,,,,False,False
مقر هيئة تطوير المدينة المنورة – Madinah Development Authority Headq...,Al-Madinah Al-Monawarah,,المدينة المنورة,False,"['Commercial', 'Government']","['Commercial', 'Government']",2,Announced,11656.0,,,,,False,False
مقر وزارة التجارة و الاستثمار والجهات التابعة لها (بار�...,Al-Riyadh,,الرياض,False,"['Government', 'Scientific']","['Government', 'Hospitality', 'Scientific']",2,Proposed,55000.0,,,,,False,False
مقر وزارة التعليم – الرياض,Al-Riyadh,524000000.0,الرياض,False,['Government'],['Government'],1,Completed,225000.0,2007.0,2007-07-08,2010-02-03,941.0,True,False
مقر وزارة العمل والتنمية الاجتماعية – Ministry of Labor and Soc...,Al-Riyadh,,الرياض,False,['Government'],['Government'],1,Announced,224000.0,,,,,False,False
مقر وكالة الأنباء السعودية – الرياض,Al-Riyadh,147000000.0,الرياض,False,['Government'],['Government'],1,Completed,10000.0,2010.0,2010-11-09,2012-11-09,731.0,True,False
مقصد – Maqsad,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Under construction,4000.0,,,,,False,False
مكاتب إدارية خاصة VIP,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Completed,870.0,2015.0,2015-08-01,2017-01-31,549.0,False,False
مكاتب إدارية خاصة – VIPOFFICES,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Completed,870.0,,,2017-01-31,,False,False
مكتب الخطوط السعودية بمكة المكرمة – Saudi Airlines Office in Makk...,Makkah Al-Mokarramah,,مكة المكرمة,False,['Commercial'],['Commercial'],1,Announced,2000.0,,,,,False,False
مكتب مجلس الأمن القومي – National Security Council Office,Al-Riyadh,,الرياض,False,['Government'],['Government'],1,Completed,30775.0,,,,,False,False
مكتبة الحرم – Al Haram Library,Makkah Al-Mokarramah,,مكة المكرمة,False,"['Government', 'Religious/Charity', 'Scientific']","['Government', 'Religious/Charity', 'Scientific']",3,Announced,18000.0,,,,,False,False
ملاذ بلازا – Malath Plaza,Eastern Region,,الدمام,False,['Commercial'],['Commercial'],1,Under construction,11000.0,2016.0,2016-05-01,,,False,False
مليباري سكوير – Malibari Square,Makkah Al-Mokarramah,,جدة,False,['Commercial'],['Commercial'],1,Under construction,2500.0,,,,,False,False
منازل الشلال – The Waterfall,Al-Riyadh,,الرياض,False,"['Commercial', 'Government', 'Residential']","['Commercial', 'Government', 'Residential']",3,Stalled,4887.0,2010.0,2010-01-01,,,False,True
منازل الصفا – Safa Compound,Makkah Al-Mokarramah,,جدة,False,['Residential'],['Residential'],1,Under construction,,2013.0,2013-11-01,,,False,False
منازل القطيف – Qatif Homes,Eastern Region,,القطيف,False,['Residential'],['Residential'],1,Under construction,,,,,,False,False
منازل زيني السكنية – Zeny Residential Homes,Makkah Al-Mokarramah,,جدة,False,['Residential'],['Residential'],1,Under construction,5800.0,2015.0,2015-01-26,,,False,False
منازل قرطبة,Al-Riyadh,,الرياض,False,['Residential'],['Residential'],1,Under construction,497000.0,,,,,False,False
منتجع أوبير السكني – Obear Residential Resort,Al-Riyadh,780000000.0,الرياض,False,['Residential'],['Residential'],1,Under construction,1000000.0,2013.0,2013-10-01,,,True,False
منتجع الوصيل الرياض –  Al Waseel Resort Riyadh,Al-Riyadh,,الرياض,False,"['Leisure/Tourism', 'Residential']","['Commercial', 'Hospitality', 'Leisure/Tourism', 'Residential']",2,Completed,,,,2016-01-04,,False,False
منتجع بساتين المدينة راديسون بلو –  Al Madinah Basatin Radisson Bl...,Al-Madinah Al-Monawarah,60000000.0,المدينة المنورة,False,"['Leisure/Tourism', 'Residential']","['Commercial', 'Hospitality', 'Infrastructure', 'Leisure/Tourism', 'Residential']",2,Stalled,80000.0,,,,,True,True
منتجع بوابة الصحراء – Desert Gate Resort,Al-Riyadh,,الرياض,False,"['Commercial', 'Residential']","['Commercial', 'Hospitality', 'Residential']",2,Under construction,180000.0,,,,,False,False
منتجع جزيرة ثول – Thuwal Island Resort,Makkah Al-Mokarramah,,ثول,False,['Leisure/Tourism'],"['Hospitality', 'Leisure/Tourism']",1,Proposed,60000.0,,,,,False,False
منتجع رويال أمواج – Royal Amwaj Resort,Eastern Region,,الخبر,False,['Leisure/Tourism'],['Leisure/Tourism'],1,Under construction,1000000.0,2003.0,2003-07-01,,,False,False
منتجع سياحي – Tourist Complex,Makkah Al-Mokarramah,,جدة,False,['Leisure/Tourism'],"['Hospitality', 'Leisure/Tourism']",1,Proposed,,,,,,False,False
منتجع شلالة – SHLALAH RESORTS,Al-Riyadh,,الرياض,False,"['Commercial', 'Residential']","['Commercial', 'Residential']",2,Delayed,35000.0,,,2017-06-30,,False,True
منتجع عنيزة – Unaizah Resort,Al-Qaseem,170000000.0,عنيزة,False,['Leisure/Tourism'],"['Hospitality', 'Leisure/Tourism']",1,Proposed,120000.0,,,,,True,False
منتجع كراون بلازا الخبر – Crowne Plaza Resort Al Khobar,Eastern Region,,الخبر,False,['Commercial'],"['Commercial', 'Hospitality']",1,Under construction,47600.0,,,,,False,False
منتجع كناري الخزامى – Al Khozama Canary Resort,Al-Riyadh,,الرياض,False,['Residential'],['Residential'],1,Under construction,27000.0,,,,,False,False
منتجع ميراج سيتي,Al-Riyadh,39000000.0,الرياض,False,['Leisure/Tourism'],"['Hospitality', 'Leisure/Tourism']",1,Under construction,15000.0,,,,,True,False
منتجع وادي الهدا – Wadi Al Hada Resorts,Al-Riyadh,,الرياض,False,"['Commercial', 'Residential']","['Commercial', 'Residential']",2,Under construction,214992.0,2017.0,2017-12-01,,,False,False
منتجع وسبا الثمامة –  Al Thumamah Resort and Spa,Al-Riyadh,,الرياض,False,['Leisure/Tourism'],"['Hospitality', 'Leisure/Tourism']",1,Under construction,109000.0,,,,,False,False
منتجعات شرما – Sharma Resorts,Tabouk,,شرما,False,"['Commercial', 'Leisure/Tourism']","['Commercial', 'Leisure/Tourism']",2,Announced,105000.0,,,,,False,False
منتزة الملك فهد في الدمام – King Fahad Park in Dammam,Eastern Region,,الدمام,False,"['Government', 'Leisure/Tourism']","['Government', 'Leisure/Tourism']",2,Announced,1070950.0,2015.0,2015-04-04,2018-06-10,1163.0,False,False
منتزة جعرانة,Makkah Al-Mokarramah,72958000.0,مكة المكرمة,False,['Leisure/Tourism'],"['Infrastructure', 'Leisure/Tourism']",1,Completed,,,,,,True,False
منتزة سلام,Al-Riyadh,,الرياض,False,['Leisure/Tourism'],['Leisure/Tourism'],1,Completed,312000.0,,,2004-01-07,,False,False
منتزة قرضة السياحي,Jazan,4478157.0,فيفاء,False,['Leisure/Tourism'],['Leisure/Tourism'],1,Under construction,20000.0,,,,,True,False
منتزه البيضاء البري,Al-Madinah Al-Monawarah,,المدينة المنورة,False,"['Government', 'Leisure/Tourism']","['Government', 'Leisure/Tourism']",2,Under construction,4000000.0,,,,,False,False
منتزه التلال – Tilal Park,Eastern Region,,الجبيل الصناعية,False,['Leisure/Tourism'],['Leisure/Tourism'],1,Under construction,800000.0,2013.0,2013-07-01,2020-05-31,2526.0,False,False
منتزه الملك سلمان البري بالرياض – King Salman Park in Riyadh,Al-Riyadh,,الرياض,False,"['Government', 'Leisure/Tourism']","['Government', 'Infrastructure', 'Leisure/Tourism']",2,Completed,3400000.0,2010.0,2010-01-03,2016-03-10,2258.0,False,False
منتزه الملك عبدالله – الرياض,Al-Riyadh,,الرياض,False,['Leisure/Tourism'],['Leisure/Tourism'],1,Completed,318000.0,2010.0,2010-01-19,2013-10-02,1352.0,False,False
منتزه حافة العالم في الرياض,Al-Riyadh,,الرياض,False,['Leisure/Tourism'],"['Hospitality', 'Leisure/Tourism']",1,Announced,,,,,,False,False
منصور رويال – Mansour Royal,Al-Madinah Al-Monawarah,,المدينة المنورة,False,['Commercial'],"['Commercial', 'Hospitality']",1,Under construction,,2016.0,2016-05-01,,,False,False
منطقة البلازا المالية – Financial Plaza – KAFD,Al-Riyadh,,الرياض,False,"['Government', 'Leisure/Tourism']","['Government', 'Leisure/Tourism']",2,Delayed,61300.0,,,2016-10-18,,False,True
منطقة الخدمات تبوك – Tabuk Service Area,Tabouk,,تبوك,False,"['Government', 'Industrial']","['Commercial', 'Government', 'Industrial', 'Infrastructure']",2,Announced,40000000.0,,,,,False,False
منفذ الركاب بحالة عمار – Halat Ammar Pasenger Port,Tabouk,835310898.0,تبوك,False,['Government'],"['Government', 'Infrastructure']",1,Announced,,2015.0,2015-07-01,2017-06-09,709.0,True,False
مواصلات جدة – Jeddah Transport,Makkah Al-Mokarramah,45000000000.0,جدة,False,['Government'],"['Government', 'Infrastructure']",1,Announced,,2016.0,2016-06-01,2022-12-31,2404.0,True,False
موطن الإبتكار من مبادارات سابك,Al-Riyadh,,الرياض,False,['Scientific'],['Scientific'],1,Completed,,,,2016-05-25,,False,False
موفنبيك التحلية – Mövenpick Hotel,Makkah Al-Mokarramah,,جدة,False,['Commercial'],"['Commercial', 'Hospitality']",1,Completed,7273.0,2016.0,2016-04-01,2019-02-28,1063.0,False,False
مول البساتين,Al-Riyadh,,شقراء,False,"['Commercial', 'Leisure/Tourism']","['Commercial', 'Hospitality', 'Leisure/Tourism']",2,Delayed,51000.0,,,2016-12-31,,False,True
مول السعودية – Mall of Saudi,Al-Riyadh,10500000000.0,الرياض,False,['Leisure/Tourism'],"['Commercial', 'Hospitality', 'Leisure/Tourism']",1,Announced,866000.0,,,,,True,False
مول العرب جدة – Mall of Arabia Jeddah,Makkah Al-Mokarramah,,جدة,False,['Leisure/Tourism'],"['Commercial', 'Leisure/Tourism']",1,Completed,136000.0,2005.0,2005-01-01,2008-10-31,1399.0,False,False
مول برج جدة – Jeddah Tower Mall,Makkah Al-Mokarramah,,جدة,False,"['Commercial', 'Leisure/Tourism']","['Commercial', 'Leisure/Tourism']",2,Announced,344328.0,,,,,False,False
مول تبوك بارك – Tabuk Park Mall,Tabouk,300000000.0,تبوك,False,['Leisure/Tourism'],"['Commercial', 'Leisure/Tourism']",1,Completed,165000.0,2015.0,2015-12-01,2018-03-31,851.0,True,False
مول تبوك غاليري – Tabuk Gallery Mall,Tabouk,,تبوك,False,['Leisure/Tourism'],"['Commercial', 'Leisure/Tourism']",1,Delayed,90000.0,2015.0,2015-02-02,2017-05-21,839.0,False,True
مول رواق قرطبة – Riwaq Cordoba Mall,Al-Riyadh,,الرياض,False,['Leisure/Tourism'],"['Commercial', 'Hospitality', 'Leisure/Tourism']",1,Delayed,151060.0,2015.0,2015-04-07,2017-02-08,673.0,False,True
مول صاري – Sari Mall,Makkah Al-Mokarramah,,جدة,False,['Commercial'],['Commercial'],1,Proposed,,,,,,False,False
موڤنبيك حراء – Mövenpick Heraa,Makkah Al-Mokarramah,,جدة,False,['Commercial'],"['Commercial', 'Hospitality']",1,Announced,10200.0,,,2019-03-31,,False,False
مياسم – Mayasem,Makkah Al-Mokarramah,,جدة,False,"['Commercial', 'Education', 'Residential']","['Commercial', 'Education', 'Hospitality', 'Residential']",3,Under construction,,2014.0,2014-04-01,,,False,False
ميجا سيتي,Makkah Al-Mokarramah,,بحرة,False,"['Leisure/Tourism', 'Residential']","['Commercial', 'Hospitality', 'Infrastructure', 'Leisure/Tourism', 'Residential']",2,Proposed,5850000.0,,,,,False,False
ميدان الملك سلمان – الدرعية,Al-Riyadh,,الدرعية,False,['Leisure/Tourism'],"['Infrastructure', 'Leisure/Tourism']",1,Completed,10000.0,,,,,False,False
ميدان سلطان الخير (تبوك),Tabouk,,تبوك,False,['Government'],['Government'],1,Under construction,,,,,,False,False
ميراج السعودية – Saudi Mirage,Al-Riyadh,,الرياض,False,['Residential'],"['Commercial', 'Hospitality', 'Residential']",1,Under construction,202000.0,2013.0,2013-01-01,,,False,False
ميركاتو – Mercato,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Delayed,7554.0,2017.0,2017-01-01,2017-12-31,364.0,False,True
ميليز بوليڤارد – Melez BLVD,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Under construction,,,,,,False,False
ميناء جدة الإسلامي,Makkah Al-Mokarramah,,جدة,False,"['Commercial', 'Government']","['Commercial', 'Government', 'Infrastructure']",2,Completed,11200000.0,1976.0,1976-01-01,,,False,False
ميني بوليفار – Miniboulevard,Makkah Al-Mokarramah,,جدة,False,['Commercial'],['Commercial'],1,Completed,,,,,,False,False
ناتبت – NATPET,Al-Madinah Al-Monawarah,802500000.0,ينبع,False,['Industrial'],['Industrial'],1,Completed,760000.0,2006.0,2006-03-01,2009-12-31,1401.0,True,False
نادي إزميرالدا – Esmeralda,Makkah Al-Mokarramah,,مدينة الملك عبدالله الاقتصادية,False,"['Leisure/Tourism', 'Religious/Charity', 'Sports']","['Leisure/Tourism', 'Religious/Charity', 'Sports']",3,Under construction,14715.0,2008.0,2008-05-20,,,False,False
نادي الحجاز الرياضي – Hejaz Sport Club,Al-Baha,5743692.0,بلجرشي,False,['Sports'],['Sports'],1,Delayed,,2002.0,2002-01-30,2015-08-30,4960.0,True,True
نادي حطين الرياضي,Jazan,60000000.0,جازان,False,['Sports'],['Sports'],1,Under construction,,2012.0,2012-09-11,,,True,False
نبض قيران – Nabd Qiran,Al-Riyadh,,الرياض,False,['Residential'],['Residential'],1,Announced,1780623.0,,,,,False,False
نجد مول – Najd Mall,Al-Riyadh,,الرياض,False,['Leisure/Tourism'],"['Commercial', 'Leisure/Tourism']",1,Delayed,100304.0,,,2017-07-01,,False,True
نساج تاون – Nesaj Town,Eastern Region,350000000.0,الدمام,False,['Residential'],['Residential'],1,Under construction,350000.0,2018.0,2018-08-01,2021-12-31,1248.0,True,False
نسمة – Nesma,Makkah Al-Mokarramah,,الطائف,False,['Residential'],['Residential'],1,Delayed,34330.0,2016.0,2016-07-16,2018-06-30,714.0,False,True
نطاق ريفيرا – Netaq Revera,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Under construction,,,,,,False,False
نظام شبكة الغاز الرئيسية Master Gas System,Al-Madinah Al-Monawarah / Al-Riyadh / Eastern Region,11812500000.0,,True,['Industrial'],"['Industrial', 'Infrastructure']",1,Delayed,,2014.0,2014-10-22,2018-12-31,1531.0,True,True
نفق تقاطع طريق الامير سعد بن عبدالرحمن الأول مع شارع ال...,Al-Riyadh,,الرياض,False,['Government'],"['Government', 'Infrastructure']",1,Delayed,,2012.0,2012-07-12,2016-02-21,1319.0,False,True
